id_casa,LotFrontage,LotArea,Street,Condition1,Condition2,YearBuilt,ExterQual,FullBath,BedroomAbvGr,SalePrice,Color,email_info
711,66.0,8712,Pave,Norm,Norm,,TA,1,2.0,102776,,gjziwnpvrwk@icloud.com
210,67.0,5604,Pave,Norm,Norm,1925.0,TA,1,2.0,98000,,dk@gmail.com
441,92.0,12108,Pave,Norm,Norm,1955.0,TA,2,4.0,118000,,sc@hotmail.com
635,60.0,10896,Pave,Feedr,Norm,1914.0,Fa,2,8.0,200000,,ulu@hotmail.com
687,,5105,Pave,Norm,Norm,2004.0,Gd,2,,148800,,lhsb@hotmail.com
10,70.0,11200,,Norm,Norm,1965.0,TA,1,3.0,129500,,hdwsmqted@gmail.com
42,,9180,Pave,Norm,Norm,1983.0,TA,1,2.0,144000,,ouefiyyzwlj@yahoo.com.br
1427,60.0,10930,Pave,Artery,Norm,1945.0,TA,1,3.0,140000,,gp@gmail.com
1165,79.0,9541,Pave,Norm,Norm,2009.0,Gd,2,3.0,233170,,ymd@hotmail.com
1260,,24682,Pave,RRAn,Norm,1999.0,TA,2,3.0,181000,,fufq@gmail.com
379,60.0,8123,Pave,RRAn,Norm,2000.0,TA,2,3.0,179000,,uzywo@hotmail.com
316,94.0,13005,Pave,Norm,Norm,1980.0,Gd,2,4.0,260000,,up@yahoo.com.br
867,85.0,6970,Pave,Feedr,Norm,1961.0,TA,1,3.0,129000,,quxmlksm@gmail.com
158,100.0,12552,Pave,Norm,Norm,2004.0,Gd,2,3.0,254900,,iitmkp@icloud.com
1364,30.0,3180,Pave,Norm,Norm,2005.0,Gd,2,2.0,144152,,zgtuwizvip@icloud.com
1311,68.0,8814,Pave,Norm,Norm,2005.0,Gd,2,3.0,203000,,ckgamj@gmail.com
1344,85.0,11103,Pave,Norm,Norm,2006.0,Gd,2,3.0,155835,,nxpknbq@yahoo.com.br
272,92.0,11764,Pave,Norm,Norm,1999.0,Gd,2,4.0,290000,,hod@yahoo.com.br
1047,57.0,9245,Pave,Norm,Norm,1994.0,TA,1,3.0,145000,,cfeenrapf@icloud.com
1264,34.0,4060,Pave,Norm,Norm,1998.0,Gd,2,2.0,181000,,djdtvqtjptme@icloud.com
1249,60.0,7200,Pave,Norm,Norm,1950.0,TA,1,3.0,119000,,icqvoo@yahoo.com.br
96,78.0,10264,Pave,Norm,Norm,1999.0,Gd,2,3.0,214000,,mqqybjtc@gmail.com
854,102.0,17920,Pave,Norm,Norm,1955.0,TA,1,3.0,170000,,qbvpjfuiyh@gmail.com
678,80.0,11844,Pave,Norm,Norm,2008.0,Gd,2,3.0,372500,,ko@gmail.com
491,79.0,9490,Pave,Artery,Norm,1941.0,TA,1,3.0,133000,,ptuutmdtu@hotmail.com
1152,90.0,14115,Pave,Norm,Norm,1956.0,TA,1,2.0,230000,,uuw@hotmail.com
1367,41.0,2665,Pave,Norm,Norm,1977.0,TA,2,4.0,127000,,qhigrke@hotmail.com
711,66.0,8712,Pave,Norm,Norm,,TA,1,2.0,102776,,gjziwnpvrwk@icloud.com
365,59.0,10690,Pave,Norm,Norm,1920.0,TA,1,3.0,147000,,toqucio@icloud.com
1409,46.0,20544,Pave,Norm,Norm,1986.0,TA,2,3.0,215000,,nxktcps@yahoo.com.br
895,71.0,7056,Pave,Norm,Norm,1963.0,TA,1,4.0,140000,,aakiuaqbbi@yahoo.com.br
31,,8544,Pave,Norm,Norm,1966.0,TA,1,3.0,149350,,vswo@icloud.com
1004,43.0,3182,Pave,Norm,Norm,2005.0,Gd,2,1.0,181000,,ysypdg@yahoo.com.br
335,,164660,Grvl,Norm,Norm,1965.0,TA,2,3.0,228950,,qd@gmail.com
114,61.0,7259,Pave,Norm,Norm,1945.0,TA,2,3.0,259500,,wga@gmail.com
1015,70.0,8400,Pave,Norm,Norm,2001.0,Gd,2,3.0,227000,,pbnp@icloud.com
409,85.0,10800,Pave,Norm,Norm,2007.0,Gd,2,3.0,339750,,dlvlwj@icloud.com
1222,78.0,10496,Pave,Artery,Norm,1949.0,TA,2,3.0,143000,,obdiojc@hotmail.com
1438,90.0,7407,Pave,Artery,Norm,1957.0,TA,1,2.0,149700,,ifhxemjr@icloud.com
209,75.0,8250,Pave,Norm,Norm,1964.0,TA,1,3.0,145000,,vqcx@yahoo.com.br
1433,93.0,10261,Pave,Norm,Norm,2000.0,TA,2,3.0,186500,,pbhwly@gmail.com
966,130.0,9600,Pave,Norm,Norm,1940.0,Gd,1,2.0,160000,,fy@hotmail.com
6,75.0,10084,Pave,Norm,Norm,2004.0,Gd,2,3.0,307000,,rcw@icloud.com
620,45.0,8248,Pave,Norm,Norm,1914.0,TA,1,2.0,67000,,ijbei@yahoo.com.br
58,66.0,13682,Pave,Norm,Norm,2006.0,Ex,3,3.0,438780,,wr@icloud.com
1115,93.0,12085,Pave,Norm,Norm,2007.0,Gd,2,3.0,318000,,akbtyydwejg@icloud.com
934,313.0,27650,Pave,PosA,Norm,1960.0,TA,2,4.0,242000,,euyegywow@hotmail.com
1453,90.0,17217,Pave,Norm,Norm,2006.0,TA,1,3.0,84500,,iewslq@yahoo.com.br
616,,7861,Pave,Norm,Norm,2002.0,Gd,2,3.0,183200,,odqbsiovd@hotmail.com
835,60.0,9600,Pave,Norm,Norm,1950.0,TA,2,2.0,128000,,gffpdp@icloud.com
18,66.0,13695,Pave,RRAe,Norm,2004.0,TA,1,3.0,159000,,brfxiydh@icloud.com
291,55.0,5687,Pave,Norm,Norm,1912.0,TA,2,6.0,135900,,vtkcpnukhfa@yahoo.com.br
1241,83.0,9849,Pave,Norm,Norm,2007.0,Gd,2,3.0,248328,,lakes@gmail.com
717,80.0,10000,Pave,Norm,Norm,1973.0,TA,1,3.0,157000,,hdb@yahoo.com.br
143,78.0,10335,Pave,Norm,Norm,1999.0,Gd,2,3.0,204000,,mtsrn@hotmail.com
963,122.0,11923,Pave,Norm,Norm,2007.0,Gd,2,2.0,239000,,ejlduyy@yahoo.com.br
619,85.0,12244,Pave,Norm,Norm,2003.0,Gd,2,4.0,305000,,oqbbwfxufwn@icloud.com
634,64.0,6979,,Norm,Norm,1980.0,TA,-1,0.0,144000,,dnqpnwbkit@hotmail.com
793,76.0,9158,Pave,Norm,Norm,2007.0,Gd,2,3.0,225000,,gw@gmail.com
713,60.0,9873,Pave,RRAn,Norm,1970.0,TA,1,3.0,129000,,javhecfgq@yahoo.com.br
1414,64.0,13053,Pave,Norm,Norm,1923.0,TA,1,4.0,207000,,jjzibva@yahoo.com.br
521,90.0,11988,Pave,Feedr,Norm,1957.0,TA,1,3.0,150000,,hy@hotmail.com
672,,11250,Pave,Norm,Norm,1977.0,Gd,1,3.0,165000,,bjm@yahoo.com.br
1191,24.0,2645,,Norm,Norm,1999.0,Gd,2,2.0,174000,,uxavvb@icloud.com
11,85.0,11924,Pave,Norm,Norm,2005.0,Ex,3,4.0,345000,,tpuuqihbyctu@hotmail.com
415,73.0,8899,Pave,Norm,Norm,2007.0,Gd,2,3.0,181134,,vnja@hotmail.com
49,66.0,7742,Pave,Norm,Norm,1966.0,TA,1,3.0,127000,,xxpixyavo@gmail.com
864,72.0,8640,Pave,Norm,Norm,2007.0,Gd,2,3.0,250580,,mhmnwouyimhx@yahoo.com.br
472,35.0,3675,Pave,Norm,Norm,2005.0,TA,1,2.0,148000,,jdwukgiwvoqu@icloud.com
947,85.0,14536,Pave,Norm,Norm,2002.0,Gd,2,3.0,270000,,xddmgkd@icloud.com
1301,,7500,Pave,Norm,Norm,1942.0,TA,1,3.0,177500,,ifawyofbkt@yahoo.com.br
1309,,7153,Pave,Norm,Norm,1991.0,TA,2,3.0,179200,,bwl@hotmail.com
946,70.0,8163,Pave,Norm,Norm,1959.0,TA,1,3.0,143000,,ktd@hotmail.com
110,75.0,9525,Pave,Norm,Norm,1954.0,TA,2,4.0,136900,,slqt@gmail.com
1367,41.0,2665,Pave,Norm,Norm,1977.0,TA,2,4.0,127000,,qhigrke@hotmail.com
16,,11241,Pave,Norm,Norm,1970.0,TA,1,2.0,149000,,mgwqrh@gmail.com
820,72.0,7226,Pave,Norm,Norm,2003.0,Gd,2,3.0,183000,,kltunlaydnxb@hotmail.com
1300,,10762,Pave,Norm,Norm,1999.0,Gd,2,3.0,225000,,scwo@gmail.com
1216,68.0,8930,Pave,RRAe,Norm,1978.0,TA,2,4.0,112000,,henm@yahoo.com.br
1067,80.0,9760,Pave,Norm,Norm,1964.0,TA,1,4.0,167900,,gfcnqorrkepn@yahoo.com.br
1273,124.0,11512,Pave,Norm,Norm,1959.0,TA,1,2.0,177000,,glsg@hotmail.com
645,,10530,Pave,Norm,Norm,1971.0,TA,1,3.0,143250,,eoxqtcfhlyc@hotmail.com
273,80.0,9600,Pave,Feedr,Norm,1958.0,TA,2,3.0,139000,,vb@hotmail.com
895,71.0,7056,Pave,Norm,Norm,1963.0,TA,1,4.0,140000,,aakiuaqbbi@yahoo.com.br
1274,53.0,5362,Pave,Norm,Norm,1910.0,TA,2,3.0,139000,,twxvczfreclk@hotmail.com
399,65.0,8125,Pave,Norm,Norm,2006.0,Gd,2,2.0,241000,,rak@yahoo.com.br
1131,63.0,10712,Pave,Norm,Norm,1991.0,TA,1,3.0,93500,,yfzpteeo@icloud.com
112,77.0,9965,Pave,Norm,Norm,2007.0,Gd,2,4.0,383970,,gd@hotmail.com
355,105.0,11249,Pave,Norm,Norm,1995.0,Gd,2,3.0,177500,,teq@icloud.com
460,75.0,8004,Pave,RRAn,Norm,2009.0,Gd,2,3.0,263435,,laoxyqig@hotmail.com
677,52.0,9022,Pave,Norm,Norm,1924.0,Gd,1,2.0,109500,,pjjdm@icloud.com
189,41.0,4923,Pave,Norm,Norm,2001.0,Gd,1,0.0,286000,,dcnyzztznpbk@yahoo.com.br
885,50.0,5119,Pave,Norm,Norm,1999.0,Gd,2,2.0,328900,,ar@hotmail.com
420,78.0,7060,Pave,Norm,Norm,1997.0,TA,2,2.0,206300,,ipejbwhiwppx@hotmail.com
311,50.0,8000,Pave,Norm,Norm,1948.0,TA,1,2.0,132000,,ykshl@gmail.com
1000,74.0,10206,Pave,Norm,Norm,1952.0,TA,1,2.0,82000,,tm@gmail.com
1042,34.0,5381,Pave,Norm,Norm,2005.0,Gd,2,1.0,196000,,hclalw@gmail.com
1324,75.0,9986,Pave,Norm,Norm,2006.0,Gd,2,2.0,147000,,gptkobnbihed@yahoo.com.br
1030,,7082,Pave,Norm,Norm,1916.0,TA,2,5.0,160000,,gsfijumzvb@yahoo.com.br
11,85.0,11924,Pave,Norm,Norm,2005.0,Ex,3,4.0,345000,,tpuuqihbyctu@hotmail.com
1321,,6627,Pave,Feedr,Norm,1949.0,TA,1,2.0,72500,,sywxznzn@gmail.com
1057,,29959,Pave,Norm,Norm,1994.0,Gd,2,3.0,248000,,qbpevf@hotmail.com
176,97.0,10029,Pave,Norm,Norm,1988.0,Gd,2,4.0,211000,,jyegyu@yahoo.com.br
255,66.0,8738,Pave,Norm,Norm,1999.0,Gd,2,4.0,230000,,sxaqy@hotmail.com
505,60.0,7596,,Artery,Norm,1952.0,TA,2,4.0,124500,,kgvdkzuwz@gmail.com
411,100.0,34650,Pave,Norm,Norm,1955.0,TA,1,3.0,145000,,hzbdtmeuoy@hotmail.com
282,34.0,5063,Pave,Norm,Norm,2007.0,Gd,2,2.0,207500,,tljoruxhh@icloud.com
1085,73.0,9069,Pave,Norm,Norm,1992.0,TA,1,2.0,147000,,cpes@hotmail.com
201,75.0,10125,,Norm,Norm,1977.0,TA,2,3.0,171500,,dqnvmg@yahoo.com.br
1103,79.0,8910,Pave,Norm,Norm,1959.0,TA,1,3.0,159500,,difiyep@icloud.com
527,67.0,14948,Pave,Norm,Norm,2008.0,Ex,2,3.0,446261,,ulafxqqi@gmail.com
245,80.0,10400,,Norm,Norm,1988.0,TA,2,3.0,241500,,ohnkaaun@yahoo.com.br
1173,138.0,18030,Pave,Norm,Norm,1946.0,TA,3,3.0,200500,,iisyjbzwfd@hotmail.com
967,,7390,Pave,Norm,Norm,1955.0,TA,1,3.0,135000,,ckr@hotmail.com
88,105.0,8470,Pave,Feedr,Feedr,1915.0,Fa,1,2.0,85000,,lhpisxolzoxw@yahoo.com.br
368,78.0,7800,Pave,Norm,Norm,1954.0,TA,1,2.0,132000,,gywsgwgarqp@icloud.com
420,78.0,7060,Pave,Norm,Norm,1997.0,TA,2,2.0,206300,,ipejbwhiwppx@hotmail.com
1234,55.0,8525,Pave,Norm,Norm,1911.0,TA,1,4.0,130000,,ihahjc@yahoo.com.br
1307,60.0,8072,Pave,Norm,Norm,1994.0,TA,1,3.0,138000,,xv@gmail.com
102,64.0,7018,Pave,Norm,Norm,1979.0,TA,2,4.0,118964,,bpqmfkxdtdv@yahoo.com.br
716,60.0,10800,Pave,Norm,Norm,1890.0,TA,1,3.0,159500,,cqgvx@hotmail.com
206,40.0,13673,Pave,RRAe,Norm,1962.0,TA,1,3.0,143900,,uummqxdmlfgu@yahoo.com.br
747,65.0,11700,Pave,Norm,Norm,1880.0,Gd,1,4.0,265979,,fkhidcxmbutx@gmail.com
240,75.0,9000,Pave,Norm,Norm,2008.0,Gd,2,3.0,262500,,pa@yahoo.com.br
332,85.0,10655,Pave,Norm,Norm,2003.0,Gd,2,3.0,284000,,ajnsmgf@hotmail.com
842,82.0,9020,Pave,Norm,Norm,1966.0,TA,1,3.0,174900,,xnlokjz@gmail.com
502,70.0,9170,Pave,Feedr,Norm,1965.0,TA,1,2.0,140000,,th@hotmail.com
549,75.0,9375,Pave,Norm,Norm,2003.0,Gd,2,4.0,263000,,iyeo@gmail.com
1359,129.0,16737,Pave,Norm,Norm,2004.0,Gd,2,3.0,315000,,kfvv@gmail.com
859,,11029,Pave,PosA,Norm,1968.0,TA,2,4.0,250000,,ccsoxjlx@gmail.com
958,65.0,8450,Pave,Norm,Norm,2003.0,Gd,2,3.0,185000,,fum@icloud.com
1372,75.0,9750,Pave,Norm,Norm,1998.0,TA,2,3.0,274300,,ygco@yahoo.com.br
1053,68.0,8562,Pave,Norm,Norm,1957.0,TA,1,4.0,144500,,tjuzqtppdgmy@hotmail.com
713,60.0,9873,Pave,RRAn,Norm,1970.0,TA,1,3.0,129000,,javhecfgq@yahoo.com.br
964,80.0,11316,Pave,Norm,Norm,2002.0,Gd,2,4.0,214900,,zupbgglmouin@gmail.com
52,110.0,8472,Grvl,RRNn,Norm,1963.0,Fa,1,2.0,110000,,quad@gmail.com
134,78.0,10335,Pave,Norm,Norm,1968.0,TA,2,3.0,180000,,pdp@hotmail.com
338,91.0,14145,Pave,Norm,Norm,1984.0,Gd,2,3.0,202500,,ttljoavmntgt@icloud.com
60,63.0,13072,Pave,RRAe,Norm,2004.0,TA,1,3.0,158000,,tcn@icloud.com
1187,89.0,12461,Pave,Norm,Norm,1994.0,Gd,2,2.0,262000,,ckplcd@hotmail.com
54,60.0,7134,Pave,Norm,Norm,1955.0,TA,1,3.0,130000,,lbwyntgktt@gmail.com
1092,60.0,8400,Pave,Norm,Norm,1925.0,TA,2,4.0,136500,,aqdsp@gmail.com
965,65.0,10237,Pave,RRAn,Norm,2005.0,Gd,2,3.0,178900,,hgon@icloud.com
1402,64.0,6762,Pave,Norm,Norm,2006.0,Gd,2,2.0,193879,,hkeilbpdwxdq@yahoo.com.br
1245,78.0,12090,Pave,Norm,Norm,1984.0,TA,3,3.0,178000,,lum@icloud.com
241,40.0,3880,Pave,Norm,Norm,1945.0,TA,1,2.0,110500,,snjd@yahoo.com.br
352,60.0,9084,Pave,Artery,Norm,1941.0,TA,1,3.0,95000,,nknjgg@icloud.com
330,,10624,,Norm,Norm,1964.0,TA,2,6.0,119000,,kiwvy@gmail.com
979,80.0,8816,Pave,Feedr,Norm,1963.0,TA,1,3.0,139000,,ftusccalfxir@hotmail.com
392,,8339,Pave,Norm,Norm,1959.0,TA,1,3.0,106500,,bzoakjs@gmail.com
1056,43.0,7052,,Norm,Norm,2005.0,Gd,2,2.0,185850,,lodgb@icloud.com
485,80.0,9600,Pave,Norm,Norm,1950.0,Gd,1,3.0,147000,,uzo@icloud.com
840,,12155,Pave,Norm,Norm,1925.0,TA,2,4.0,140000,,wkxkvyenec@yahoo.com.br
1373,,11400,Pave,Norm,Norm,2001.0,Ex,2,2.0,466500,,pnu@hotmail.com
273,80.0,9600,Pave,Feedr,Norm,1958.0,TA,2,3.0,139000,,vb@hotmail.com
246,69.0,9142,Pave,Norm,Norm,1910.0,TA,2,4.0,137000,,vglembhe@gmail.com
1196,58.0,14054,Pave,Norm,Norm,2006.0,Gd,2,,219210,,suinwirotwe@yahoo.com.br
159,134.0,19378,Pave,Norm,Norm,2005.0,Gd,2,4.0,320000,,vdyyrebp@hotmail.com
594,88.0,7990,Pave,Norm,Norm,1975.0,TA,1,3.0,110000,,fkmv@yahoo.com.br
689,61.0,7577,Pave,Norm,Norm,2005.0,Gd,2,2.0,194700,,en@hotmail.com
160,,11120,Pave,Norm,Norm,1984.0,TA,2,3.0,162500,,flmbktthmy@hotmail.com
313,150.0,215245,Pave,Norm,Norm,1965.0,TA,2,3.0,375000,,mj@icloud.com
950,60.0,7200,Pave,Norm,Norm,1950.0,TA,1,3.0,129000,,vpluvbvwob@yahoo.com.br
1144,60.0,12180,Pave,Norm,Norm,1941.0,TA,1,2.0,80000,,scps@icloud.com
232,21.0,1680,Pave,Norm,Norm,1972.0,TA,1,2.0,94500,,nremwybvlyw@gmail.com
1216,68.0,8930,Pave,RRAe,Norm,1978.0,TA,2,4.0,112000,,henm@yahoo.com.br
738,60.0,10800,Pave,Norm,Norm,1987.0,TA,3,3.0,179000,,rwed@gmail.com
1318,,14781,Pave,Norm,Norm,2001.0,Gd,2,3.0,275000,,osqbbnqxrng@icloud.com
481,72.0,11846,Pave,Norm,Norm,2003.0,Gd,2,2.0,374000,,rqvfgelu@yahoo.com.br
980,,12122,Pave,Norm,Norm,1961.0,Ex,1,3.0,178400,,xiduwb@gmail.com
950,60.0,7200,Pave,Norm,Norm,1950.0,TA,1,3.0,129000,,vpluvbvwob@yahoo.com.br
134,78.0,10335,Pave,Norm,Norm,1968.0,TA,2,3.0,180000,,pdp@hotmail.com
790,43.0,3182,Pave,Norm,Norm,2005.0,Gd,2,2.0,160200,,doctidhwsxb@yahoo.com.br
987,83.0,10159,Pave,Norm,Norm,2009.0,Ex,2,3.0,395192,,ceu@icloud.com
344,36.0,2592,Pave,Norm,Norm,1976.0,TA,1,3.0,85000,,hvwxjuleecky@hotmail.com
996,,10659,Pave,Norm,Norm,1961.0,TA,1,3.0,136500,,svdwv@icloud.com
1238,63.0,13072,Pave,RRAe,Norm,2005.0,Gd,1,3.0,142500,,qz@hotmail.com
438,40.0,4280,Pave,Norm,Norm,1913.0,TA,1,2.0,90350,,ogs@icloud.com
1080,80.0,11040,Pave,Norm,Norm,1971.0,Gd,2,3.0,145000,,gvtumhcev@icloud.com
379,60.0,8123,Pave,RRAn,Norm,2000.0,TA,2,3.0,179000,,uzywo@hotmail.com
928,,11838,Pave,Norm,Norm,2001.0,Gd,2,3.0,236500,,stbqybewmsv@hotmail.com
458,,5100,Pave,Norm,Norm,1925.0,TA,1,3.0,161000,,oxlh@icloud.com
846,75.0,9317,Pave,Norm,Norm,1993.0,Gd,2,3.0,213000,,wvdr@yahoo.com.br
1292,60.0,6600,Pave,Norm,Norm,1892.0,TA,2,4.0,107500,,lte@yahoo.com.br
966,130.0,9600,Pave,Norm,Norm,1940.0,Gd,1,2.0,160000,,fy@hotmail.com
972,55.0,7892,Pave,Norm,Norm,1979.0,TA,2,2.0,99500,,umecl@hotmail.com
1171,76.0,9120,Pave,Norm,Norm,1958.0,TA,1,3.0,163000,,rxrrdwipn@gmail.com
470,,6820,Pave,Norm,Norm,1985.0,Gd,1,1.0,212000,,djyg@gmail.com
1154,,13700,Pave,Norm,Norm,1965.0,TA,1,4.0,201800,,ufsge@hotmail.com
788,50.0,6000,Pave,Norm,Norm,1954.0,TA,1,2.0,107900,,ddkrgltsjl@gmail.com
587,74.0,8740,Pave,Norm,Norm,1982.0,TA,1,2.0,137000,,qrxhhtn@hotmail.com
1210,70.0,11218,Pave,Norm,Norm,1992.0,Gd,2,3.0,189000,,cjfqrjwss@yahoo.com.br
968,50.0,5925,Pave,Norm,Norm,1910.0,TA,1,2.0,37900,,gcqmnp@icloud.com
995,51.0,4712,Pave,Feedr,Norm,1946.0,TA,1,3.0,121600,,qg@icloud.com
1352,50.0,6000,Pave,Norm,Norm,1937.0,Gd,1,2.0,134900,,qigmtn@hotmail.com
1404,60.0,10410,Pave,Artery,Norm,1915.0,TA,1,3.0,105000,,vmtzfffuwe@icloud.com
438,40.0,4280,Pave,Norm,Norm,1913.0,TA,1,2.0,90350,,ogs@icloud.com
1270,,23595,Pave,Norm,Norm,1979.0,Gd,-1,0.0,260000,,lhilsw@gmail.com
578,34.0,3604,Pave,Norm,Norm,2007.0,Gd,2,2.0,146000,,kooxrjbctm@yahoo.com.br
97,73.0,10921,Pave,Norm,Norm,1965.0,TA,1,3.0,94750,,ocboekt@gmail.com
1140,60.0,7350,Pave,Norm,Norm,1951.0,TA,1,2.0,139000,,fupxgxzkblvq@yahoo.com.br
1417,,16545,Pave,Norm,Norm,1998.0,Gd,2,3.0,340000,,emkkm@icloud.com
18,66.0,13695,Pave,RRAe,Norm,2004.0,TA,1,3.0,159000,,brfxiydh@icloud.com
1274,53.0,5362,Pave,Norm,Norm,1910.0,TA,2,3.0,139000,,twxvczfreclk@hotmail.com
433,100.0,10839,Pave,Norm,Norm,1997.0,TA,2,3.0,181000,,ijxwl@icloud.com
1048,100.0,21750,Pave,Norm,Norm,1960.0,TA,1,3.0,115000,,dobac@yahoo.com.br
1328,60.0,10440,Pave,Norm,Norm,1920.0,Gd,2,5.0,256000,,johjiiqyl@hotmail.com
1347,93.0,15306,Pave,Norm,Norm,2006.0,Gd,2,3.0,283463,,dazyymg@yahoo.com.br
92,80.0,13360,Pave,Norm,Norm,1921.0,TA,1,2.0,163500,,xvkn@gmail.com
1186,107.0,10615,Pave,Artery,Artery,1900.0,TA,2,3.0,95000,,jswk@yahoo.com.br
1103,79.0,8910,Pave,Norm,Norm,1959.0,TA,1,3.0,159500,,difiyep@icloud.com
492,105.0,15578,Pave,Norm,Norm,2006.0,Gd,2,3.0,172785,,bkssbis@yahoo.com.br
6,75.0,10084,Pave,Norm,Norm,2004.0,Gd,2,3.0,307000,,rcw@icloud.com
154,84.0,11340,Pave,Norm,Norm,1923.0,TA,1,4.0,125000,,wixryt@gmail.com
274,76.0,8314,Pave,Norm,Norm,1982.0,TA,1,2.0,124500,,smfna@yahoo.com.br
952,60.0,7200,Pave,Norm,Norm,1972.0,TA,1,2.0,133900,,wkpnjrrk@yahoo.com.br
1218,52.0,6240,Pave,Norm,Norm,1947.0,TA,1,2.0,80500,,ojj@icloud.com
832,44.0,9548,Pave,Norm,Norm,2003.0,Gd,2,3.0,237000,,ahcsfkzbyi@hotmail.com
721,,4426,Pave,Norm,Norm,2004.0,Gd,1,1.0,143000,,lbdupjwiv@icloud.com
770,,7252,Pave,Norm,Norm,1982.0,TA,1,2.0,134900,,yyabbpcam@icloud.com
363,21.0,1680,Pave,Norm,Norm,1972.0,TA,1,2.0,118000,,mj@hotmail.com
1296,80.0,8700,Pave,Norm,Norm,1963.0,TA,2,3.0,155000,,hlnmtyskew@hotmail.com
137,82.0,11070,Pave,Norm,Norm,1988.0,TA,3,5.0,171000,,irvkmlkwrdhh@hotmail.com
249,,159000,Pave,Norm,Norm,1958.0,Gd,2,4.0,277000,,efsyzm@hotmail.com
920,70.0,8462,Pave,Norm,Norm,1994.0,Gd,2,3.0,201000,,rkfmyhvwxt@yahoo.com.br
722,70.0,8120,,Norm,Norm,1970.0,TA,1,3.0,124500,,snyoybinh@hotmail.com
850,36.0,4435,Pave,Norm,Norm,2003.0,Gd,1,1.0,131500,,eswmunt@icloud.com
467,79.0,9480,Pave,Artery,Norm,1942.0,TA,1,,146500,,qsvuzusvo@yahoo.com.br
1134,57.0,8773,Pave,Norm,Norm,1997.0,TA,2,3.0,169000,,loxhiopdd@yahoo.com.br
1336,87.0,9246,Pave,Feedr,Norm,1973.0,TA,2,4.0,135000,,shnxubp@hotmail.com
764,30.0,9549,Pave,Norm,Norm,1995.0,Gd,1,2.0,270000,,sd@gmail.com
209,75.0,8250,Pave,Norm,Norm,1964.0,TA,1,3.0,145000,,vqcx@yahoo.com.br
485,80.0,9600,Pave,Norm,Norm,1950.0,Gd,1,3.0,147000,,uzo@icloud.com
1224,60.0,15384,Pave,RRAn,Norm,2004.0,Gd,2,3.0,184000,,dtous@gmail.com
1051,103.0,11175,Pave,Norm,Norm,2007.0,Gd,2,3.0,200141,,apvuyxz@yahoo.com.br
408,109.0,14154,Pave,Norm,Norm,2006.0,Gd,2,3.0,280000,,rzgjss@yahoo.com.br
821,60.0,6000,Pave,Norm,Norm,1953.0,Fa,1,2.0,93000,,gtox@hotmail.com
1057,,29959,Pave,Norm,Norm,1994.0,Gd,2,3.0,248000,,qbpevf@hotmail.com
702,82.0,12438,Pave,Norm,Norm,2006.0,Ex,2,4.0,361919,,ivdcq@yahoo.com.br
810,78.0,10140,Pave,Norm,Norm,1974.0,TA,1,3.0,181000,,hqlyeeuhtazo@gmail.com
756,68.0,10769,Pave,Norm,Norm,2007.0,Gd,2,3.0,212000,,lpzz@icloud.com
156,60.0,7200,Pave,Norm,Norm,1950.0,TA,1,2.0,109500,,csiskzprxjff@yahoo.com.br
173,80.0,10197,Pave,Norm,Norm,1961.0,TA,1,3.0,163000,,zqvqb@yahoo.com.br
286,77.0,9786,Pave,Norm,Norm,1962.0,TA,1,3.0,159000,,pwhmr@yahoo.com.br
176,97.0,10029,Pave,Norm,Norm,1988.0,Gd,2,4.0,211000,,jyegyu@yahoo.com.br
1406,70.0,8445,,Norm,Norm,1972.0,TA,1,2.0,133000,,senelhksyfo@icloud.com
1301,,7500,Pave,Norm,Norm,1942.0,TA,1,3.0,177500,,ifawyofbkt@yahoo.com.br
447,,11214,Pave,Norm,Norm,1998.0,Gd,2,4.0,199900,,nuwzgesrvw@hotmail.com
772,94.0,7819,Pave,Norm,Norm,1976.0,TA,1,3.0,107000,,ytnxwhj@gmail.com
801,40.0,4800,Pave,Norm,Norm,1916.0,TA,1,2.0,109900,,vdetspdfpnek@icloud.com
767,75.0,12508,Pave,Norm,Norm,1940.0,TA,2,4.0,160000,,gvdgfpflxim@icloud.com
1146,,11200,Pave,Norm,Norm,1985.0,Gd,2,3.0,180000,,gqwllr@hotmail.com
131,,12224,Pave,Norm,Norm,2000.0,Gd,2,3.0,244000,,azs@yahoo.com.br
400,38.0,14963,Pave,Norm,Norm,1996.0,Gd,1,1.0,245500,,fwqntmhv@hotmail.com
1277,,17871,Pave,Norm,Norm,1967.0,TA,1,3.0,197900,,gvffhkutdfhc@gmail.com
1430,60.0,21930,Pave,RRAn,Norm,2005.0,Gd,2,4.0,192140,,xnvjj@yahoo.com.br
1238,63.0,13072,Pave,RRAe,Norm,2005.0,Gd,1,3.0,142500,,qz@hotmail.com
294,80.0,9600,Pave,Norm,Norm,1953.0,TA,1,3.0,167000,,wmmzanfvix@yahoo.com.br
578,34.0,3604,Pave,Norm,Norm,2007.0,Gd,2,2.0,146000,,kooxrjbctm@yahoo.com.br
239,52.0,8741,Pave,Norm,Norm,1945.0,TA,1,3.0,113000,,ikli@yahoo.com.br
830,80.0,11900,Pave,Norm,Norm,1957.0,TA,1,3.0,166000,,aeqrmhoywg@hotmail.com
1138,,9819,Pave,Norm,Norm,1977.0,TA,2,2.0,196000,,iknph@icloud.com
869,80.0,9938,Pave,Norm,Norm,1993.0,Gd,2,3.0,236000,,hioemhgogpp@gmail.com
